Class,Order,Common Name,Country list,Region,system,biome,realm,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Mammalia,Artiodactyla,Bighorn sheep / Mountain sheep,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,,,,,,1400,,,,,,,,,3500,,,,,,,,,,,,,,,,,5500,,,,,,,,,,,
Mammalia,Artiodactyla,Red deer / Elk,Norway,Europe,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,2448,2763,2925,3141,3326,3588,3903,4104,4213,4200,4317,,,,,,,,,,,,,
Mammalia,Carnivora,Arctic fox,Norway,Europe,Terrestrial,Tundra,Palearctic,,,,,1,0.01,0.01,0.01,1,3,1,1,5,0.01,3,18,1,4,4,8,6,4,2,9,12,4,2,6,7,5,0.01,16,6,2,14,,,,,,,,,,
Mammalia,Carnivora,Arctic fox,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,1,,,,,,
Mammalia,Carnivora,Wolverine,Norway,Europe,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,,1,7,17,13,11,6,10,9,15,7,7,,,,,,,,,,,,
Mammalia,Carnivora,Wolverine,Norway,Europe,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,,7,3,3,9,6,9,9,10,7,5,3,,,,,,,,,,,,
Aves,Charadriiformes,Dunlin,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,5.5,,,,,,
Aves,Charadriiformes,Ruddy turnstone / Turnstone,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,0.01,,,,,,
Aves,Charadriiformes,Black-headed gull / Common black-headed gull,Iceland,Europe,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,1709,,,,,1547,,,,,1325,,,,,,,,,,,,,,
Aves,Charadriiformes,Common ringed plover / Ringed plover,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,,,,,,,,,2,3,,,,,,,,,
Aves,Charadriiformes,Eurasian dotterel / dotterel,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,,,,,,0,0,,,,,,,,,
Aves,Charadriiformes,Pacific golden plover,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,,,,,,,,,2,6,,,,,,,,,
Aves,Charadriiformes,Ruddy turnstone / Turnstone,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,0,1,,,,,,,,,
Aves,Charadriiformes,Curlew sandpiper,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,3,7,7,,,,,,,,,5,16,,,,,,,,,
Aves,Charadriiformes,Dunlin,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,,,,,,,,,2,0,,,,,,,,,
Aves,Charadriiformes,Little stint / Lesser stint,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,8,9,23,,,,,,,,,39,50,,,,,,,,,
Aves,Charadriiformes,Pectoral sandpiper,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,,,,,,,,,1,3,,,,,,,,,
Aves,Charadriiformes,Ruff,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,1,1,,,,,,,,,
Aves,Charadriiformes,Great snipe,Norway,Europe,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,48,66,73,66,77,70,64,53,63,46,58,67,61,72,78,91,73,69,66,,,,,,,,,
Aves,Falconiformes,Rough-legged hawk / Rough-legged buzzard,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,,,,,,,,,0,1,,,,,,,,,
Aves,Galliformes,Willow grouse / Red grouse / Willow ptarmigan,Norway,Europe,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,27.1,74.7,49.7,87.3,100.6,53.4,28.1,6.8,34.9,52.2,92.9,40.1,60.6,,,,,,,,,,,
Aves,Galliformes,Willow grouse / Red grouse / Willow ptarmigan,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,,,,,,,,,,,,,22.5,,,,,,
Mammalia,Lagomorpha,Arctic / Mountain hare,Norway,Europe,Terrestrial,Tundra,Palearctic,,,,0.176,0.102,0.087,0.06,0.165,0.254,0.103,0.213,0.204,0.159,0.13,0.094,0.097,0.073,0.059,0.063,0.056,0.083,0.132,0.117,0.091,0.099,0.074,0.045,0.049,0.045,0.052,0.052,0.049,0.031,0.039,,,,,,,,,,,
Aves,Passeriformes,Meadow pipit,Norway,Europe,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,112,101,92,187,77,90,107,94,57,23,75,71,133,46,,,,,,,,,,,
Aves,Passeriformes,Twite,Norway,Europe,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,71,1,17,,14,2,,13,1,,1,2,,,,,,,,,,,,,
Aves,Passeriformes,Red-throated pipit,Sweden,Europe,Terrestrial,Tundra,Palearctic,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Mammalia,Rodentia,Norway lemming,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,,,,,,,4,1,0,3,2,2,0,1,0,3,0,1,1,1,1,1,3,1,0,0,2,1,,,,,,,,,,,,,,,
Mammalia,Rodentia,Wrangel island collared / Vinogradov's lemming,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,3.72,5.91,1.12,8.46,59.14,4.78,3.83,5.65,12.27,46.14,17.23,5.6,10.42,4.55,,,,,,,,5.6,15.13,1.74,1.84,0.27,3.11,,,,,,,,,,,,,,,,
Mammalia,Rodentia,Siberian lemming,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,4.79,0.97,0.14,0.51,46.63,1.36,3.89,3.06,15.04,76.49,39.61,0.94,3.58,8.86,,,,,,,,18.14,33.64,4.67,0.17,0.15,5.03,,,,,,,,,,,,,,,,
Aves,Strigiformes,Snowy owl,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,,,,,,,,,0,5,,,,,,,,,
Aves,Anseriformes,Red-breasted goose,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,68,,,,,,,
Aves,Anseriformes,Greater white-fronted goose / White-fronted goose,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,19,,,,,,,
Aves,Falconiformes,Rough-legged hawk / Rough-legged buzzard,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,1,,,,,,,
Aves,Falconiformes,Peregrine falcon,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,18,,,20,,,,,,,
Mammalia,Carnivora,Arctic fox,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,8,,,,,,,
Mammalia,Carnivora,Arctic fox,Svalbard And Jan Mayen,Europe,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,2,4,6,0.01,0,1,1,4,2,,,,,,,,,,,,,
Aves,Falconiformes,Gyrfalcon,Sweden,Europe,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,9,9,11,12,10,,,,,,,,,,,,
Aves,Anseriformes,White-headed duck,Israel,Asia,Freshwater,Xeric freshwaters and endorheic basins,Palearctic,,,,,,,,,,,,,,,,,,,,,410,191,256,140,19,75,1,127,72,62,102,274,,,,,,,,,,,,,
Aves,Anseriformes,White-headed duck,Turkey,Asia,Freshwater,Xeric freshwaters and endorheic basins,Palearctic,,,,,,,,,,,,,,,,,,,,,7526,10927,4478,3576,3428,2970,1300,,1002,2575,1000,989,1378,,,,,,,,,,,,
Aves,Charadriiformes,Little stint / Lesser stint,Israel,Asia,Freshwater,Xeric freshwaters and endorheic basins,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887,2726,1697,1436,1237,
Aves,Charadriiformes,Little stint / Lesser stint,Jordan,Asia,Freshwater,Xeric freshwaters and endorheic basins,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,29,,159,71,82,40,52,3,20,31,178,39,
Aves,Ciconiiformes,Eurasian spoonbill,Mauritania,Africa,Freshwater,Xeric freshwaters and endorheic basins,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,,,,91,56,,,,,,,,,,,,,,,,,
Reptilia,Crocodylia,Mugger crocodile,"Iran, Islamic Republic Of",Asia,Freshwater,Xeric freshwaters and endorheic basins,Palearctic,,,,,,,,,,,83,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Anseriformes,Tundra swan / Bewick's swan,Ireland,Europe,Freshwater,Temperate coastal rivers,Palearctic,,,,,,,,,,,,,,,1067.1938,,,1060.2731,,1542.141,,,,,,408.815,,,,,337.0881,,,,,246.837,,,,,,,,,
Aves,Falconiformes,Griffon vulture / Eurasian griffon,Spain,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,,,,,,,,,,0,,,,,,,,,,12,,,,,20,,,,,53,,,108,,,,,,179,,,,,,
Reptilia,Squamata,Western Green Lizard,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,3,4,7,,,,,,,
Reptilia,Squamata,Common Wall Lizard,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,2,7,,,,,,,
Reptilia,Squamata,Common Lizard / Viviparous Lizard,United Kingdom,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,3,2,3,,,,,,,
Amphibia,Anura,Common toad,United Kingdom,Europe,Freshwater,Temperate floodplain rivers and wetlands,Palearctic,,,,,,,,,,,,,7000,1827,1890,3585,3686,3283,1002,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Anseriformes,Greater white-fronted goose / White-fronted goose,Netherlands,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,,,,,,,,,,,,,,,,311000,410000,423000,339000,401000,,,,,,,,,,,,,,,,,,,,,,,,,
Amphibia,Anura,Natterjack toad,Germany,Europe,Freshwater,Temperate floodplain rivers and wetlands,Palearctic,,,,,,,,,,,,,,,,,,179.66667,39,88,95.33333,63,87,65.66667,57,47.66667,,,,,,,,,,,,,,,,,,,
Aves,Podicipediformes,Horned grebe,Norway,Europe,Freshwater,Polar freshwaters,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,,,,,,,,,,,,,,,,,
Aves,Podicipediformes,Horned grebe,Norway,Europe,Freshwater,Polar freshwaters,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Black-headed gull / Common black-headed gull,Italy,Europe,Freshwater,Temperate coastal rivers,Palearctic,,,,,,,,,,,,,,,70,,,,,101,111,154,160,,,,,,,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Little ringed plover,Italy,Europe,Freshwater,Temperate coastal rivers,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,40,36,34,22,,16,,,,,,,,,,,,,,,,
Aves,Gaviiformes,Red-throated loon,Sweden,Europe,Freshwater,Polar freshwaters,Palearctic,,,,,2,,,2,,,,,2,9,2,,2,,58,41,32,34,53,8,93,18,22,,19,38,15,55,2,4,,,,,,,,,,,
Aves,Passeriformes,Zitting cisticola,Slovenia,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,
Aves,Passeriformes,Cetti's warbler,Slovenia,Europe,Freshwater,Temperate coastal rivers,Palearctic,,,,,,,,,,146,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,
Aves,Passeriformes,Cetti's warbler,Slovenia,Europe,Freshwater,Temperate coastal rivers,Palearctic,,,,,,,,,,146,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,
Aves,Passeriformes,Great reed-warbler,Slovenia,Europe,Freshwater,Temperate coastal rivers,Palearctic,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,
Aves,Passeriformes,Great reed-warbler,Slovenia,Europe,Freshwater,Temperate coastal rivers,Palearctic,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,
Aves,Ciconiiformes,Black stork,Austria,Europe,Freshwater,Temperate upland rivers,Palearctic,,,,,,,,,,,5,4,6,6,1,4,4,8,7,7,8,7,9,10,10,10,,,,,,,,,,,,,,,,,,,
Aves,Strigiformes,Eurasian eagle-owl,Sweden,Europe,Terrestrial,Boreal forests/taiga,Palearctic,,,,,,191,,,,,,,,,,234,,,,,,,,,,388,,,,,,,,,,,,,,,,,,,
Amphibia,Anura,Jumping frog,Sweden,Europe,Freshwater,Polar freshwaters,Palearctic,,,,,,,,,,,,,126,111,133,99,60,77,74,75,196,267,234,177,,,,,,,,,,,,,,,,,,,,,
Amphibia,Anura,Jumping frog,Austria,Europe,Freshwater,Temperate upland rivers,Palearctic,,,,,,,,,,,,,66,41,7,68,24,19,33,,,,,,,,,,,,,,,,,,,,,,,,,,
Amphibia,Anura,Jumping frog,Austria,Europe,Freshwater,Temperate upland rivers,Palearctic,,,,,,,,,,,,,82,51,11,14,8,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Carnivora,Grey wolf / Gray wolf,"Poland, Slovakia",Europe,Terrestrial,Temperate coniferous forests,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,14,16,20,20,,,,,,,,,,,
Aves,Podicipediformes,Horned grebe,Finland,Europe,Freshwater,Polar freshwaters,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,,,,,,,,,,,,,,
Aves,Podicipediformes,Horned grebe,Finland,Europe,Freshwater,Polar freshwaters,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,,,,,,,,,,,,,,
Mammalia,Carnivora,Pine marten / European pine marten,United Kingdom,Europe,Terrestrial,Temperate coniferous forests,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amphibia,Anura,Common toad,United Kingdom,Europe,Freshwater,Temperate coastal rivers,Palearctic,,,,,,,,,,8505,8386,8779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amphibia,Anura,Natterjack toad,United Kingdom,Europe,Freshwater,Temperate floodplain rivers and wetlands,Palearctic,,,,,,,,,,,,,,48,14,40,40,62,56,33,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Strigiformes,Barn owl,Switzerland,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,,,,,,,,,,,,,,,,,,,,,47,34,30,52,63,70,74,35,50,40,61,60,,,,,,,,,,,,,
Amphibia,Anura,Common toad,Germany,Europe,Freshwater,Temperate floodplain rivers and wetlands,Palearctic,,,,,,,,,,,506,562,,404,690,448,618,471,415,638,694,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Falconiformes,Black kite,Italy,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,,,,,,27.5,,,,,,,,,,,,,,,,,,8,15,17,29,22,22,,,,,,,,,,,,,,,,
Reptilia,Squamata,European adder,Sweden,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,,,,,68.2969,41.6594,6.2882,4.9783,8.6463,5.1529,25.4149,24.6288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Carnivora,Pine marten / European pine marten,Poland,Europe,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,,,,,,,,,,,,,,,,,0.511,0.649,0.644,0.608,,0.444,0.757,0.362,,,,,,,,,,,,,,,,,,,,,
Aves,Gruiformes,Eurasian coot / Common coot,Turkey,Asia,Freshwater,Xeric freshwaters and endorheic basins,Palearctic,,,,120690,,,,,,,,,,,,,,,,85700,,,,,,50600,,,,,,,,,,,,,,,,,,,
Mammalia,Artiodactyla,Arabian oryx,Saudi Arabia,Asia,Terrestrial,Deserts and xeric shrublands,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,,,,220,524,,,346,623,,,,,,,,,,,,,
Mammalia,Carnivora,Grizzly bear / Brown bear,Pakistan,Asia,Terrestrial,Montane grasslands and shrublands,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,19,21.1,24.1,25.9,24.9,27,28,25.9,29,28,29,37.9,40,43.1,,,,,,,,
Mammalia,Artiodactyla,Wild yak,China,Asia,Terrestrial,Montane grasslands and shrublands,Palearctic,,,,,,,,,,,,,,,,,,,,,,1223,841,,,,,1297,,,,,,,,,,,,,,,,,
Mammalia,Artiodactyla,Tibetan gazelle,China,Asia,Terrestrial,Montane grasslands and shrublands,Palearctic,,,,,,,,,,,,,,,,,,,,,,,,2076,,,,2,,,,,,,,,,,,,,,,,
Mammalia,Artiodactyla,Argali / Kizil-kum sheep,China,Asia,Terrestrial,Montane grasslands and shrublands,Palearctic,,,,,,,,,,,,,,,,,,,,,,245,,,,,,141,,,,,,,,,,,,,,,,,
Mammalia,Artiodactyla,Bharal,China,Asia,Terrestrial,Montane grasslands and shrublands,Palearctic,,,,,,,,,,,,,,,,,,,,,,1315,1065,,,,,839,,,,,,,,,,,,,,,,,
Actinopterygii,Acipenseriformes,Chinese paddlefish,China,Asia,Freshwater,Temperate floodplain rivers and wetlands,Palearctic,,,,,,,,,,,,20,12,9,28,35,16,14,6,6,10,6,4,2,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Acipenseriformes,Chinese sturgeon,China,Asia,Freshwater,Temperate floodplain rivers and wetlands,Palearctic,,,,,,,,,,,,,,,45,28,19,19,39,46,3,31,20,52,,,,,,,,,,,,,,,,,,,,,
Aves,Falconiformes,Rough-legged hawk / Rough-legged buzzard,Russian Federation,Asia,Terrestrial,Tundra,Palearctic,,,,,,,,,,,,,5.3,7,,0.3,3,6,0.3,1.5,3.6,4.3,3.4,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Carnivora,Antarctic fur seal,Heard Island And McDonald Islands,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,,,,,4500,,,,,,,,,,15000,,21280,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Cetacea,Fin whale,Antarctica,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,,,,,,,,,,,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Mackerel icefish,South Georgia And The South Sandwich Islands,Antarctic,Marine,Polar seas,South temperate and Antarctic,,24,38,54,90,84,88,13,17.5,37,59,94,110,76,24,50,81,52,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Mackerel icefish,Antarctica,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,,282,88,18,14,17,22,14,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Humped rockcod,South Georgia And The South Sandwich Islands,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,42,37,33,24,24.5,22,13,12,15,14,15,16.5,16,12,13,,,,,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Marbled rockcod,Antarctica,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,9.3,14.8,,,,,,,,2.3,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Patagonian rockcod,South Georgia And The South Sandwich Islands,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,,,200,183,185,140,117,102,118,100,80,84,68,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,S georgia icefish,South Georgia And The South Sandwich Islands,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,36300,37500,13300,7000,6000,8300,8000,10000,7100,5500,3500,4100,8000,8600,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Procellariiformes,Cape petrel,French Southern Territories,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,,,,,,,,,,500,,,,450,400,,400,,450,,530,,450,460,,,,,,,,,,,,,,,
Aves,Procellariiformes,Cape petrel,French Southern Territories,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,,,,,,,,,,500,,,,450,400,,400,,450,,530,,450,460,,,,,,,,,,,,,,,
Aves,Procellariiformes,Snow petrel,French Southern Territories,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,,,,,,,,,,1000,,,,950,1050,,1000,,,1100,,700,,900,,,,,,,,,,,,,,,
Aves,Procellariiformes,Grey-headed albatross,South Georgia And The South Sandwich Islands,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,418,430,432,282,284,263,329,453,403,241,396,441,339,213,270,165,253,343,222,288,303,224,219,281,143,212,210,,,,,,,,,,,,
Aves,Procellariiformes,Grey-headed albatross,South Georgia And The South Sandwich Islands,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,418,430,432,282,284,263,329,453,403,241,396,441,339,213,270,165,253,343,222,288,303,224,219,281,143,212,210,,,,,,,,,,,,
Aves,Sphenisciformes,King penguin,French Southern Territories,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,,,,0,,0,,,,,0,0,5,15,130,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Sphenisciformes,King penguin,French Southern Territories,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,,,,,,32000,,,,,40500,28200,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aves,Sphenisciformes,Adelie penguin,French Southern Territories,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,,,,,,,,,,24000,,,,26000,20000,24000,,,32500,32000,34000,30000,34000,36000,,,,,,,,,,,,,,,
Aves,Sphenisciformes,King penguin,French Southern Territories,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,,,,,,32000,,,,,40500,28200,,,,,,,,,,27749,,,,16073,,,,,,,,,,,,,
Aves,Sphenisciformes,Adelie penguin,Antarctica,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,134892,90638,137135,118772,,,,,,,,,,,,,,
Aves,Sphenisciformes,Adelie penguin,Antarctica,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,47508,38252,45449,34632,,,,,,,,,,,,,,
Aves,Sphenisciformes,Adelie penguin,Antarctica,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,3933,3411,3620,2387,,,,,,,,,,,,,,
Aves,Sphenisciformes,Adelie penguin,Antarctica,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,42005,32797,40517,31033,,,,,,,,,,,,,,
Aves,Procellariiformes,Black-browed albatross,Heard Island And McDonald Islands,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,,,,,18,,,,,,37,41,,,,,,,,,,,,,,96,,,,,,,,,,,,,
Aves,Procellariiformes,Black-browed albatross,Heard Island And McDonald Islands,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,,,,,18,,,,,,37,41,,,,,,,,,,,,,,96,,,,,,,,,,,,,
Aves,Procellariiformes,Black-browed albatross,Heard Island And McDonald Islands,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,,,,,,,,,,,,484,,,,,,,,,,,,,497,,,,,,,,,,,,,,
Aves,Procellariiformes,Black-browed albatross,Heard Island And McDonald Islands,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,,,,,,,,,,,,484,,,,,,,,,,,,,497,,,,,,,,,,,,,,
Aves,Procellariiformes,Black-browed albatross,Heard Island And McDonald Islands,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,,,,,,,,,,125,80,160,,,,,,,,,,,,,,150,,,,,,,,,,,,,
Aves,Procellariiformes,Black-browed albatross,Heard Island And McDonald Islands,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,,,,,,,,,,125,80,160,,,,,,,,,,,,,,150,,,,,,,,,,,,,
Aves,Procellariiformes,Black-browed albatross,Heard Island And McDonald Islands,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,60,,,,,,,,,,,,,,
Aves,Procellariiformes,Black-browed albatross,Heard Island And McDonald Islands,Antarctic,Marine,Polar seas,South temperate and Antarctic,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,60,,,,,,,,,,,,,,
Actinopterygii,Perciformes,New Zealand snapper,New Zealand,Oceania,Marine,Temperate shelves and seas,South temperate and Antarctic,,,,,,,,,11.3263,12.3349,,,6.0745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Goatfish,New Zealand,Oceania,Marine,Temperate shelves and seas,South temperate and Antarctic,,,,,,,,,14.519,16.6693,,,14.2591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Spotty,New Zealand,Oceania,Marine,Temperate shelves and seas,South temperate and Antarctic,,,,,,,,,10.6409,9.5699,,,14.1755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Red moki,New Zealand,Oceania,Marine,Temperate shelves and seas,South temperate and Antarctic,,,,,,,,,2.8433,2.8947,,,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Blue cod,New Zealand,Oceania,Marine,Temperate shelves and seas,South temperate and Antarctic,,,,,,,,,1.1175,1.9626,,,1.6308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Tetraodontiformes,Velvet leatherjacket,New Zealand,Oceania,Marine,Temperate shelves and seas,South temperate and Antarctic,,,,,,,,,2.9415,3.967,,,5.3283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Twotone tang,Australia,Oceania,Marine,Tropical coral,South temperate and Antarctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,13.7,,,,,,,,,,,,,,
Actinopterygii,Atheriniformes,Small-mouth hardyhead,Australia,Oceania,Marine,Unknown,South temperate and Antarctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,37,87,2,12,31,1,,,,,,
